Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
The Biotech Institute,217Herbert Chitepo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
The BioTech Institute Pvt Ltd,217 Herbet Chitepo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
"The Bone , Joint and Back Surgery","13 Baines AvenueWestend Clinic, Ground Floor",Harare,-17.8567035,31.0601584,Exact / Approximate
"The Bone , Joint and Back Surgery",60 Baines Medical Chambers,Harare,-17.8567035,31.0601584,Exact / Approximate
The Brooke Chemist,Shop 13Borrowdale Brooke Shopping CentreBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
The Centurion Pharmacy,"Shop Number 3, Dathee Building, 7th Street",Gweru,-19.4616316,29.8205953,Exact / Approximate
The Chase Dialysis Centre,103The ChaseMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
The Chemist,Shop 6 Stand 154 Industrial Banket,Banket,-17.3873576,30.392518,Exact / Approximate
The City Clinic,Suite 19 Cecil Chambers 89,Mutare,-18.974656,32.670473,Exact / Approximate
The Concourse Dental Clinic,Cnr 2nd Street/3rd Avenue,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
The Country Pharmacy-Ruzawi Road,45Ruzawi Road,Marondera,-18.190098,31.545542,Exact / Approximate
The Covenant Healthcare T/A Wound and Stoma Care Services,1 Ross AvenueBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
The Dental Laboratory,54 George Silundika Ave,Harare,-17.8281386,31.0568721,Exact / Approximate
The Dental Lounge,78 Lomagundi RoadEmerald hill,Harare,-17.8567035,31.0601584,Exact / Approximate
The Dental Lounge,3 Borewood House160,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eye Attic,29A Arundel Village51 Quorn AvenueMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eye Institute,Number 21 Harvey Brown Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eye World Centre,No.336th street,Gweru,-19.4616316,29.8205953,Exact / Approximate
The Eyepod Joina City,Shop 104Joina City Cnr J. Moyo Street / J. Nyerere Way,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eyepod Mutare,Suite 9Medical Centre123 - 125 Herbert Chitepo,Mutare,-18.974656,32.670473,Exact / Approximate
The EyeRoom Optometrists,Shop 4Mirnval Complex64,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
The Eyeroom Optometrists,Shop 8 Munosi Phillip ComplexMakoni,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
The Eyeroom Optometrists Samora Machel,146 Samora Machel Avenue,Harare,-17.8244969,31.0564449,Exact / Approximate
"The Eyeroom Optometrists,ZB Center",Shop 4 ZB Centre59 Nkwame Nkrumah Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eyeroom Optometrists-Kadoma,7 Milton Road,Kadoma,-18.3374033,29.9135021,Exact / Approximate
The EyeRoom Optometrists-Kwekwe,Gold City MallShop 7Robert Mugabe Street,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
The Eyeroom Otometrists Mutare,"47 Second Street, Mutarazi Building",Mutare,-18.974656,32.670473,Exact / Approximate
The Eyesight Place,Shop 3 Longcheng Plaza18014 Samora Machel and Mutley BandBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
The Eyesight Place,"Shop 19, Highglen Shops",Harare,-17.8567035,31.0601584,Exact / Approximate
The Family Clinic,147 Fife Avenue,Harare,-17.8207561,31.0477721,Exact / Approximate
The Family Clinic,"69 Josiah Chinamano Avenue, Corner Mazowe",Harare,-17.8567035,31.0601584,Exact / Approximate
The Family Medical Centre,92S.Parirenyatwa Street,Bulawayo,-20.1543244,28.5899955,Exact / Approximate
The Foot Care Centre,58 Ascot Road Avondale West,Harare,-17.8567035,31.0601584,Exact / Approximate
The Glen Southview Medical Centre,"5832 Southview Township, Fidelity Park",Harare,-17.8567035,31.0601584,Exact / Approximate
The Greeheart Pharmacy,"Stand Number 400, Ngundu Growthpoint",Masvingo,-20.7453957,31.334138,Exact / Approximate
The Greenheart Medical Centre,Stand Number 393 Ngundu Business CentreNgundu,Masvingo,-20.7453957,31.334138,Exact / Approximate
The Health Bridge Hospital,95 West Drive,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
The Health Bridge Private Hospital,95 West Drive,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
The Kidney Centre,6Deary Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
The KS Dental Surgery,77 Sam Nujoma Street,Harare,-17.8222565,31.049732,Exact / Approximate
The Lookout Pharmacy,9638 Mufakose Magandanga Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
The Mandizvidza Trust T/A Zimspine,5 Natal RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
The Medicine Chest Pharmacy,"4 St Andrew's Arcade, Chisipite Shopping Centre",Harare,-17.8567035,31.0601584,Exact / Approximate
The Medicine Chest Pharmacy,5 Hurworth Road,Harare,-17.7948229,31.0964482,Exact / Approximate
The Medstore Pharmacy,30 Robson Manyika Avenue,Harare,-17.8330796,31.0511022,Exact / Approximate
The Michael Gelfand Clinic,53 Josiah Chinamano Avenue,Harare,-17.8173866,31.0494631,Exact / Approximate
The Midlands Private Hospital,"Stand 8766 Gymkhana Grounds, Josiah Tongogara Road",Gweru,-19.4616316,29.8205953,Exact / Approximate
The Miracle Surgery,183ChitungoChineta Street,Mutare,-18.974656,32.670473,Exact / Approximate
The Msasa Clinic,7 Neil AvenueMsasa,Harare,-17.8567035,31.0601584,Exact / Approximate
The National St John Ambulance,102 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
The Neighbourhood Surgery,2944 Old HighfieldHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
The Nest Clinic,Marozva Village Ward 1Heather Chimoga Orphanage,Murewa,-17.646074,31.777541,Exact / Approximate
The Neurology Clinic,132 Nelson Mandela Avenue,Harare,-17.8289446,31.0497324,Exact / Approximate
The Neurology Practice,3rd FloorMedical Chambers60 Baines Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
The Neurosurgery Institute,19Baines Avenue Cnr Baines and Blackiston,Harare,-17.8567035,31.0601584,Exact / Approximate
The Optical Centre,Shop 37 Upper Level Bulawayo Centre,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
The OT Room,"7 Patrick John, Colne Valley",Harare,-17.8567035,31.0601584,Exact / Approximate
The Place Surgery,Shop 2 Sanhanga BuildingCnr R.Mugabe way/4th Street,Mutare,-18.974656,32.670473,Exact / Approximate
The Plastic Surgery Clinic,18 Lanark Road,Harare,-17.8063501,31.0429627,Exact / Approximate
The Practice,"377, 16 7th Street",Gweru,-19.4616316,29.8205953,Exact / Approximate
The Practice,34 Downie AvenueBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
The Radiology Clinic,329Sixth Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
The Rehabcare Centre Borrowdale,3 Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
The Restoration Maternity Home,7199 Kwekwe Road,Gokwe,-18.2718496,29.0149,Exact / Approximate
The Royal Southern Medical,29968Oliver Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
The Ruwa Radiology Suite,Shop No. 1 Stand 3788Old San Souci Road,Ruwa,-17.897155,31.237093,Exact / Approximate
The Salvation Army Tshelanyemba Mission Hospital,Tshelanyemba Hospital P.O Tshelanyemba Maphisa,Matobo,-20.9701286,28.4629156,Exact / Approximate
The Samaritan Healthcare,40 Josiah Tongogara(off) Leopold Street,Harare,-17.8567035,31.0601584,Exact / Approximate
The Scan Centre,106 York Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
The Specialist Physician Clinic,58 Ascot RoadAvondale West,Harare,-17.8567035,31.0601584,Exact / Approximate
The Stones Pharmacy,Stand 2942 MastonesOld Highfield,Harare,-17.8567035,31.0601584,Exact / Approximate
The Urology Centre - K.T. Macheka,2 Natal RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
The Wellness Centre,115 Upper Third Road,Mutare,-18.974656,32.670473,Exact / Approximate
Thembani Polyclinic,1773 Cowdrhy Park Luveve,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Theophany Health Clinic,1224 St Mary's,Chitungwiza,-17.9933664,31.0417413,Exact / Approximate
Therapoint Pharmacy,91 May Street,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Therapy House,9 Windsor CloseMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Therapy Pro Pvt Ltd,24 Richmond RoadHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
TherapyWorx,"7 Patrick John Road,Colne Valley",Harare,-17.8567035,31.0601584,Exact / Approximate
Thiago Pharmacy,"Shop 2 Smart Corner, RG Mugabe",Gweru,-19.4616316,29.8205953,Exact / Approximate
Third Street Pharmacy,Stand 513rd Street,Gweru,-19.4616316,29.8205953,Exact / Approximate
Thorngrove Isolation Hospital - Byo City,Off Station RoadThorngrove Surbub,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Thornhill Airbase Hospital,Thornhill Airbase,Gweru,-19.4616316,29.8205953,Exact / Approximate
Thoseck Pharmacy,94 Roseway,Karoi,-16.8190442,29.6836936,Exact / Approximate
Thosheck Pharmacy,367 Murambinda Growth Point,Murambinda,-19.26855,31.652365,Exact / Approximate
Thosheck Pharmacy,Shop Y13 Suwoguru,Mvurwi,-17.027521,30.850108,Exact / Approximate
Thosheck Pharmacy,Stand Number 18 Harris Street,Karoi,-16.8190442,29.6836936,Exact / Approximate
Three Zeds Optical Ent PVT LTD,21 Piemonte 141,Harare,-17.8567035,31.0601584,Exact / Approximate
Thrive Physiotherapy,166The ChaseGroombridge,Harare,-17.8567035,31.0601584,Exact / Approximate
Thrive Physiotherapy Clinic,Stand No. 253168 The Chase Groombridge,Harare,-17.8567035,31.0601584,Exact / Approximate
Tichaz Pharmacy,9515 Tichagarika Shopping CenterGlen View 3,Harare,-17.8567035,31.0601584,Exact / Approximate
Timeless Dental Laboratory,MK 21 Westgate Shopping MallWestgate,Harare,-17.8567035,31.0601584,Exact / Approximate
Tingamira Clinic,Tingamira EstateTanganda Tea Company,Chipinge,-20.6177688,32.3786847,Exact / Approximate
Tinovimba Clinic,Suite 4 12 Magamba Way Old TM Building,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Titshi Surgery,"Stand 329, Plumtree CBD",Plumtree,-20.4880677,27.805601,Exact / Approximate
Tiz Medical Rehabilitation Clinic,HUSCHO HOLDINGS784 Macheke,Macheke,-18.1453784,31.8471437,Exact / Approximate
TJ's Dental Surgery,2507 Egypt Highfield,Harare,-17.8567035,31.0601584,Exact / Approximate
TJ's Medical Clinic,2507 121 Street EgyptHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
TK Pharmacy Makoni,16069Unit GSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
TK Pharmacy Zengeza,19331Zengeza 4,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
TLC Pharmacy,5513/15Turf Business Centre,Mhondoro,-17.8018476,30.9250185,Exact / Approximate
Tobacco Processors Zimbabwe Clinic,Corner Auckland & Simon Mazorodze Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Top Health Pharmacy,25352Upfront RoadMavambo Shops,Ruwa,-17.897155,31.237093,Exact / Approximate
Topcare Pharmacy,8131Kuwadzana 1,Harare,-17.8567035,31.0601584,Exact / Approximate
Topcare Pharmacy,2061 Gletwyn RoadGletwyn,Harare,-17.8567035,31.0601584,Exact / Approximate
Topcare Pharmacy-Eastgate,G28 Eastgate Market R.Mugabe/Wynne Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Topline Polyclinic,639Turf VillageNgezi,Kadoma,-18.3374033,29.9135021,Exact / Approximate
Topline Surgery,1st floor FBC building179 Robertson Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Topomasi Clinic,16 Park StreetNew Town,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Total Care Pharmacy,Stand No.282Mpandawana,Gutu,-19.642423,31.159458,Exact / Approximate
Total Care Pharmacy,Stand 4255 Mupandawana,Gutu,-19.642423,31.159458,Exact / Approximate
Total Health Pharmacy,"Stand 4137, Gokwe Centre",Gokwe,-18.224982,28.953933,Exact / Approximate
Total Med Pharmacy Robert Mugabe,"Shop number 3, Venus House, Cnr Robert & Cameroon",Harare,-17.8567035,31.0601584,Exact / Approximate
Totalis Medical Clinic,1 Edmund RoadBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
Totalis Pharmacy,1 Edmond RoadBelvedere,Harare,-17.8567035,31.0601584,Exact / Approximate
TotalMed Pharmacy,"100 Cameroon Street, Cnr Cameroon / Speke Avenue",Harare,-17.8567035,31.0601584,Exact / Approximate
TotalMed Pharmacy Chinhoyi Street,"120 Chinhoyi Street, Albion",Harare,-17.8567035,31.0601584,Exact / Approximate
Transmed Pharmacy-Mazowe Street,6Zandaam Court AvenuesChunamano/Mazowe Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Transpharm Phamaceuticals,1 Jason MoyoKopje Plaza,Harare,-17.8567035,31.0601584,Exact / Approximate
Trasel Medical Centre,7222 Mabidi Suburb,Beitbridge,-22.1986233,29.9917535,Exact / Approximate
Trauma Centre Borrowdale,No. 1 Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Trauma Centre Borrowdale,No.1-3Borrowale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Trauma Centre Borrowdale - ICU & HDU,No 1- 3Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Trauma Centre Borrowdale Ambulance (EMS),1Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Trentmed Pharmacy,"5964 Gazaland Shops, Western Triangle",Harare,-17.8567035,31.0601584,Exact / Approximate
Triangle Sugar - Mpapa Clinic,Section 65Triangle Sugar Estates,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Triangle Sugar - Mutirikwi Clinic,Section 63Triangle Sugar Estates,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Triangle Sugar-Mill Clinic,Triangle Limited Sugar MillTriangle Sugar EstatesTriangle,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Triashill Mission Hospital,Mutasa District,Rusape,-18.5334765,32.1256769,Exact / Approximate
Trinity Dental Clinic,"Stand 36, 4th Street",Kwekwe,-18.9303704,29.8046615,Exact / Approximate
Trinity Family Clinic,Shangwito Invest Complex 13874/5 Chidodo Road,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Trinity Pharmacy,Stand 245 Shop 5 Selous Building,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Trinity Pharmacy,"53 Samora Machel, Shop 2 Karigamombe Arcade",Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy,Stand 23Corner Carrick Creagh & Gaydon RoadGreystone Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy,181 JB Southgate MallChiremba Road,Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy,Shop 5 Jacobs Park46 DuikerBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy,Stand A/19 67A Fortstreet 5th/6th Avenues,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Trinity Pharmacy,294 ED Mnangagwa Road,Masvingo,-20.7453957,31.334138,Exact / Approximate
Trinity Pharmacy - Albion,"Shop 3, Ground Floor, Dublin House 113 Mbuya Nehanda Street Albion Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy - Avenues,"109 Josiah Chinamano, 3rd Street",Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy - Kwekwe,"Shop 4, Mukewa Building",Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Trinity Pharmacy Bulawayo,83 Robert Mugabe Way,Bulawayo,-20.1047913,28.6128588,Exact / Approximate
Trinity Pharmacy- Greencroft,"119 Lomagundi Road, Greencroft ShopsGreencroft",Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy Helensvale,Shop 3 Stand 25 Kugonachete Centre Helensvale Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy Ruwa,"Shop 4 New Block, Ruwa Shopping Centre",Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Pharmacy Victoria Falls,"22 Sawanga Mall, Stand 1865AChinotimba",Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Trinity Pharmacy-Mt Pleasant,103The ChaseMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Trinity Vision Optical,3rd FloorKarigamombe Centre53 Samora Machel,Harare,-17.8567035,31.0601584,Exact / Approximate
Triple C Pigs Clinic,48 KM Peg Harare Bulawayo Highway,Norton,-17.87454,30.695954,Exact / Approximate
Tripple T Pharmacy,17413 Solani Shops Epworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Trojan Mine Clinic - Occupational Therapy,Number 1 Trojan Road,Bindura,-17.332388,31.2991638,Exact / Approximate
Trojan Nickel Mine - Ambulance,1 Trojan Nickel RoadTrojan Nickel Mine,Bindura,-17.2989727,31.3299701,Exact / Approximate
Trojan Nickel Mine Clinic,Trojan RoadTrojan Nickel Mine,Bindura,-17.2989727,31.3299701,Exact / Approximate
Tropical Pharmacy,Stand No. 21176 Plot 1Musika Street Rujeko,Masvingo,-20.7453957,31.334138,Exact / Approximate
TrueCare Surgery,6NRZ StationVengere,Rusape,-18.5334765,32.1256769,Exact / Approximate
Truelab Diagnostics,19613Unit GSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Trueway Health Pharmacies,Stand 5621,Harare,-17.8567035,31.0601584,Exact / Approximate
Trueway Health Pharmacy Tynwald,10672 Tynwald South,Harare,-17.8567035,31.0601584,Exact / Approximate
Trukumb Health Centre,Trukumb Miningbox 69 Filabusi,Filabusi,-20.535687,29.284797,Exact / Approximate
Trust Tynward South Surgery,1923Tynward South,Harare,-17.8567035,31.0601584,Exact / Approximate
Trustcare Pharmacy,Shop 4 Cari Court JMN Nkomo Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Trustcare Pharmacy,Shop 5A Herbert Chitepo & 9th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
TrustCare Pharmacy - Entumbane,Shop 11Entumbane Complex,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Trustcare Pharmacy Old Mutual Bulawayo,Shop 12 Old Mutual Cnr 8th Avenue & Jason Moyo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Trusted Solutions Counselling Clinic,339 Harare Drive Mt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Trustmed Pharmacy,16 Thekwane Road,Plumtree,-20.4880677,27.805601,Exact / Approximate
Tsanzaguru Pharmacy,Shop 21825 Tsanzaguru,Rusape,-18.5334765,32.1256769,Exact / Approximate
Tsanzaguru Surgery,Stand Number 1813Tsanzaguru Township,Rusape,-18.5334765,32.1256769,Exact / Approximate
Tshabalala Clinic,Corner Tshabalala Drive & Entumbane Way,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tshabalala Maternity Clinic - Bulawayo,63044 Tshabalala,Bulawayo,-20.1747668,28.5350905,Exact / Approximate
Tshabalala Pharmacy,Shop 2People's MarketTshabalala,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tsholotsho RDC-Makhaza RHC,Tsholotsho,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tsholotsho RDC-Mlouisa RHC,Tsholotsho,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tsholotsho RDC-Mtshayeli RHC,Tsholotsho,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tsholotsho RDC-Sodaka RHC,Tsholotsho,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Tshovani Pharmacy,Stand 3653 Njonjolinjo RoadTshovani,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Tsoan Investments t/a Madziwa Pharmacy,111 Madziwa B/C,Shamva,-17.1763039,31.6313775,Exact / Approximate
Turf CarePoint Medical Centre,Stand No. 5517Turf Business Centre,Ngezi,-18.719279,30.2610669,Exact / Approximate
Turfx Occupational Health Centre,Stand Number 2752,Ngezi,-18.719279,30.2610669,Exact / Approximate
Turfx Occupational Health Centre,Stand Number 2752 Turf,Mhondoro,-17.8018476,30.9250185,Exact / Approximate
Turfx Occupational Health Centre - Xray,Stand No. 2752Corehouse Turf Business Centre,Ngezi,-18.719279,30.2610669,Exact / Approximate
Turk Mine Industrial Clinic,Turk Mine Industrial ClinicTurk Mine,Bubi,-19.5783015,28.8224536,Exact / Approximate
TurkMine RDC-Lukala RHC,Box 11,Turk Mine,-19.714055,28.794679,Exact / Approximate
TurkMne RDC-Mbembeswana RHC,Box 11,Turk Mine,-19.714055,28.794679,Exact / Approximate
Turnall Holdings Clinic,5 Glasgow RoadSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Turnall Holdings Clinic,Stand 993 Steel Works Road,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Twenty Four Hour Diagnolabs,Shop 1Shamrock House 88,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Twin Palms Medical Centre,113 Kwame Nkrumah Avenue,Harare,-17.8265372,31.0546667,Exact / Approximate
Tyla C Landman Psychological Practice,4 Borrowdale LaneBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
UBC Avicenna Medical Centre,127Borrowdale RoadGunhill,Harare,-17.8567035,31.0601584,Exact / Approximate
UBC Clinical Laboratories,52 Josiah Chinamano Ave,Harare,-17.8173866,31.0494631,Exact / Approximate
UBC Clinical Laboratories,Lancet House Room 201 2nd Floor9th Ave,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
UBC Clinical Laboratories - Borrowdale,1 Wenham CloseBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
UBC Clinical Laboratories-Milton Prak,19ColenbranderMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Ultimate Medical Laboratories,113A J Tongogara Btwn 11th and 12th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Ultimate Physio Care Clinic,1914Authurstone NSSA Area,Bindura,-17.2989727,31.3299701,Exact / Approximate
Ultimate Physiocare Clinic,36First Street,Bindura,-17.2989727,31.3299701,Exact / Approximate
Ultra City Pharmacy,Shop 2Stand 4412 Kushanda Crescend Budiriro 2,Harare,-17.8567035,31.0601584,Exact / Approximate
Ultracare Medical Centre,4047Canon Patterson RoadHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
Ultracare Pharmacy,56G. Silundika,Harare,-17.830138,31.0483898,Exact / Approximate
Umdala Wethu Pharmacy,6774Nketa Drive Emganwini,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
UMP RDC-Borera Rural Centre,Maramba 2 WardMudzinganyama VillageMuta,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Chifunde Clinic,MaroweUzumba,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Chikuhwa Rural Health Center,Mukuruanopamaenza WardChikhwa VillageMutawatawa,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Chitembe Clinic,Musosonwa WardMutawatawa,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Chitsungo Rural Health Center,Chigonda WardNyanjera Village,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Dewe Rural Centre,Karamba WardMutawatawa,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Manyika Rural Centre,Manyika WardUzumba High SchoolUzumba,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Maramba Rural Health Clinic,Maramba Rural Health Clinic,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Muskwe Rural Centre,Muskwe ClinicMutawatawa,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Nhakiwa Rural Health Center,Nhakiwa WardUMP District,Murewa,-17.646074,31.777541,Exact / Approximate
UMP RDC-Nyakasoro Rural Health Center,Chiunze 2 WardNyakasoro Village,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Nyanzou Rural Health Center,Nyanzou Primary SchoolUMP District,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Tsokodeka Clinic,Mwando VillageMutungagore WardUzumba,Mutawatawa,-17.1180834,31.9713574,Exact / Approximate
UMP RDC-Zvataida(Hombiro Rural Health Clinic),Chidodo VillageUzumba,Murewa,-17.646074,31.777541,Exact / Approximate
Umzingwane RDC-Dula RHC,Ward 11Umzingwani Rural District Esigodini,Harare,-17.8567035,31.0601584,Exact / Approximate
Umzingwane RDC-Habane Rural Healtlth Centre,Number 1 Richardson Ave,Esigodini,-20.291794,28.939699,Exact / Approximate
Umzingwane RDC-Nswazi Rural Health Centre,P.Bag ESI 5812Esigodini,Esigodini,-20.291794,28.939699,Exact / Approximate
Umzingwane RDC-Ntshamathe RHC,Umzingwane RDCP.Bag 5812,Esigodini,-20.291794,28.939699,Exact / Approximate
Unicare Pharmacy,Shop 190 Harare St Cnr Harare St & Bank St,Harare,-17.8567035,31.0601584,Exact / Approximate
Unicem Industrial Clinic,PPC Zimbabwe Limited P.O.Box 1493,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Unifreight Africa Industrial Clinic,3 Chatham Road Belmcnt,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Unifreight Industrial Clinic,Corner Orme &Willow Roads,Harare,-17.8567035,31.0601584,Exact / Approximate
Unihealth Maternity,4781New Cenery ParkUshewokunze,Harare,-17.8567035,31.0601584,Exact / Approximate
Unihealth Surgery,4515 Saturday Drive,Harare,-17.8567035,31.0601584,Exact / Approximate
Unit H Medical Centre,Stand Number 10283Unit HSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Unit J Surgery,Shop 6. Stand 7199Unit J - Shops,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Unit O Surgery,19727 Unit OSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
United Bulawayo Hospital,2 St Lukes AvenueAscot,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
United Methodist Dental Clinic,"Number 9, 2nd Street",Mutare,-18.974656,32.670473,Exact / Approximate
United Methodist Dental Clinic,14 Walterhill Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
United Methodist Dental Clinic,10 Nelson Mandela Avenue,Harare,-17.8289446,31.0497324,Exact / Approximate
United Methodist Dental Clinic-Harare,146 Chinhoyi Street,Harare,-17.8427673,31.0427276,Exact / Approximate
United Methodist Medical Clinic,10 Nelson Mandela Avenue,Harare,-17.8289446,31.0497324,Exact / Approximate
United Methodist Mtoko-Chikwizo Clinic,Nyamapanda Road 159 Nyamuyaruka,Mudzi,-17.0516554,32.5494492,Exact / Approximate
United Nations Clinic - UNDP,Block 11Arundel Office Park Mount Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
United Nations Clinic Laboratory,11 Arundel Office ParkMount Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
United Refineries Industrial Clinic,Stand 13368 Khami Road ExtensionKelvin North,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Unki Mines Ind Clinic,Makwikwi VillageChironge School,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Unkie Mines (Pvt) Ltd Medical Laboratory,Makwikwi Village Chironge School,Shurugwi,-19.7542336,30.156915,Exact / Approximate
